question,intent,original_faq_id,original_category
มีวิชาอะไร,program,565,Curriculum
เนื้อหาการเรียน,program,565,Curriculum
มีวิชาเลือกทางด้านการบริหารงานก่อสร้างหรือไม่?,program,566,Curriculum
เรียนอะไร,program,566,Curriculum
เรียนวิชาอะไรบ้าง,program,566,Curriculum
มีวิชาอะไร,program,566,Curriculum
เนื้อหาการเรียน,program,566,Curriculum
อาจารย์วิศวกรรมเครื่องกล มีแบบฟอร์มอะไรบ้างที่ต้องใช้,general,489,document
นักศึกษาปริญญาโท วิศวกรรมเครื่องกล ต้องใช้แบบฟอร์มอะไรบ้าง,general,490,document
ทำโครงงานปริญญานิพนธ์วิศวกรรมเครื่องกล ต้องมีแบบฟอร์มอะไรบ้าง,general,491,document
วิชาการเตรียมโครงงานวิศวกรรมเครื่องกล มีแบบฟอร์มไหม,general,492,document
วิชาโครงงานวิศวกรรมเครื่องกล มีแบบฟอร์มอะไรบ้าง,general,493,document
สหกิจศึกษาวิศวกรรมเครื่องกล มีเอกสารอะไรบ้าง,general,494,document
ดาวน์โหลดแบบฟอร์มวิศวกรรมเครื่องกลได้จากไหน,general,495,document
แบบฟอร์มโครงงานปรับปรุงล่าสุดปีไหน,general,496,document
ทำโครงงานต้องมีการบันทึกการเข้าพบอาจารย์ไหม,general,497,document
ต้องการวัสดุทำโครงงานวิศวกรรมเครื่องกล ทำอย่างไร,general,498,document
สอบหัวข้อโครงงานวิศวกรรมเครื่องกล ต้องเตรียมเอกสารอะไรบ้าง,general,499,document
สอบจบปริญญานิพนธ์วิศวกรรมเครื่องกล ต้องมีเอกสารอะไร,general,500,document
มีคู่มือการทำเล่มปริญญานิพนธ์วิศวกรรมเครื่องกลไหม,general,501,document
อาจารย์นิเทศสหกิจวิศวกรรมเครื่องกล ต้องมีเอกสารอะไรบ้าง,general,502,document
หลังจากออกสหกิจวิศวกรรมเครื่องกลแล้ว ต้องทำอะไรบ้าง,general,503,document
สาขาวิศวกรรมคอมพิวเตอร์ มีห้อง Lab อะไรบ้าง,facilities,148,facilities
ห้องปฏิบัติการคอมพิวเตอร์ มีความพร้อมแค่ไหน,facilities,169,facilities
ห้อง Lab ไมโครโพรเซสเซอร์และ IoT มีอุปกรณ์อะไรบ้าง,facilities,170,facilities
ห้อง Lab Database ใช้อุปกรณ์และโปรแกรมอะไร,facilities,171,facilities
ห้อง Lab AI เรียนเกี่ยวกับอะไรบ้าง,facilities,172,facilities
ห้อง Lab เขียนโปรแกรม ใช้ทำอะไรบ้าง,facilities,173,facilities
ห้อง Lab OS และ Server เรียนอะไร,facilities,174,facilities
วิศวกรรมอุตสาหการ มีห้อง Lab อะไรบ้าง,facilities,200,facilities
วิศวกรรมอุตสาหการ ใช้ซอฟต์แวร์อะไรบ้าง,facilities,201,facilities
วิศวกรรมการผลิตเครื่องประดับ มีห้อง Lab อะไรบ้าง,facilities,266,facilities
วิศวกรรมการผลิตเครื่องประดับ ใช้ซอฟต์แวร์อะไรบ้าง,facilities,267,facilities
มีเครื่อง 3D Printer ให้ใช้ไหม,facilities,298,facilities
ห้องปฏิบัติการหล่อโลหะ มีเครื่องมืออะไรบ้าง,facilities,299,facilities
อุปกรณ์เครื่องมือช่างต้องซื้อเองไหม,facilities,300,facilities
คอมพิวเตอร์ที่คณะแรงพอสำหรับกราฟิกไหม,facilities,301,facilities
ความพร้อมของห้องปฏิบัติการและเครื่องมือเป็นอย่างไร?,facilities,546,Facilities
มีสิ่งอำนวยความสะดวกสนับสนุนการเรียนอย่างไร?,facilities,573,Facilities
สาขาวิศวกรรมเครื่องมือและแม่พิมพ์ มีห้องปฏิบัติการอะไรบ้าง,facilities,601,facilities
ห้องปฏิบัติการเครื่องจักรกลอัตโนมัติ มีอะไรบ้าง,facilities,602,facilities
ห้องปฏิบัติการ CAD-CAM-CAE ใช้ทำอะไร,facilities,603,facilities
ห้องปฏิบัติการงานวัดละเอียด มีเครื่องมืออะไรบ้าง,facilities,604,facilities
โรงฝึกปฏิบัติงานเครื่องมือกลพื้นฐาน มีอะไรบ้าง,facilities,605,facilities
ห้องปฏิบัติการของสาขาแม่พิมพ์ เหมาะสำหรับนักศึกษาระดับไหน,facilities,607,facilities
สาขาเครื่องมือและแม่พิมพ์ มีเครื่อง CNC ทันสมัยไหม,facilities,608,facilities
สาขาวิศวกรรมเครื่องมือและแม่พิมพ์ มีอุปกรณ์วัดทันสมัยไหม,facilities,610,facilities
โรงเรียนช่างกลพระนครเหนือในยุคแรกมีอาคารอะไรบ้าง,facilities,479,facility
มีผู้ทรงคุณวุฒิภายนอกร่วมพัฒนาหลักสูตรหรือไม่?,general,543,Faculty
ใครคืออาจารย์ผู้รับผิดชอบหลักสูตร?,general,574,Faculty
วิศวกรรมคอมพิวเตอร์ ภาคปกติ กับ ภาคต่อเนื่อง ต่างกันอย่างไร,general,168,faq
ค่าบำรุงการศึกษา (ค่าเทอม) ภาคสมทบ/ภาคพิเศษเท่าไหร่?,tuition,521,fee
ค่าเทอม,tuition,521,fee
ค่าเทอมเท่าไหร่,tuition,521,fee
ค่าใช้จ่าย,tuition,521,fee
เสียเงินเท่าไหร่,tuition,521,fee
เทอมละเท่าไหร่,tuition,521,fee
ค่าบำรุงการศึกษา (ค่าเทอม) ประมาณเท่าไหร่?,tuition,541,Fees
ค่าเทอม,tuition,541,Fees
ค่าเทอมเท่าไหร่,tuition,541,Fees
ค่าใช้จ่าย,tuition,541,Fees
เสียเงินเท่าไหร่,tuition,541,Fees
เทอมละเท่าไหร่,tuition,541,Fees
ค่าเทอม ป.โท วิศวกรรมโยธา เท่าไหร่?,tuition,575,Fees
ค่าเทอม,tuition,575,Fees
ค่าเทอมเท่าไหร่,tuition,575,Fees
ค่าใช้จ่าย,tuition,575,Fees
เสียเงินเท่าไหร่,tuition,575,Fees
เทอมละเท่าไหร่,tuition,575,Fees
วิศวกรรมคอมพิวเตอร์ จุดเด่น / ทำไมต้องเลือกเรียน,general,157,general
หลักสูตรปรับปรุงล่าสุดเริ่มใช้เมื่อไหร่,general,193,general
วิศวกรรมอุตสาหการ จุดเด่น / ทำไมต้องเลือกเรียน,general,204,general
ชื่อปริญญาภาษาอังกฤษ ของวิศวกรรมอุตสาหการ คืออะไร,general,210,general
หลักสูตรวิศวกรรมอุตสาหการ ปี 2565 มีชื่อเต็มภาษาไทยว่าอะไร,general,217,general
หลักสูตรวิศวกรรมอุตสาหการ ปี 2565 มีชื่อเต็มภาษาอังกฤษว่าอะไร,general,218,general
ชื่อปริญญาภาษาไทยสาขาวิศวกรรมอุตสาหการ (ฉบับเต็ม) คืออะไร,general,219,general
ชื่อปริญญาภาษาไทยสาขาวิศวกรรมอุตสาหการ (ฉบับย่อ) คืออะไร,general,220,general
ชื่อปริญญาภาษาอังกฤษสาขาวิศวกรรมอุตสาหการ (ฉบับเต็ม) คืออะไร,general,221,general
ชื่อปริญญาภาษาอังกฤษสาขาวิศวกรรมอุตสาหการ (ฉบับย่อ) คืออะไร,general,222,general
ภาษาที่ใช้ในการจัดการเรียนการสอนคือภาษาอะไร,general,225,general
หลักสูตรมีความร่วมมือ (MOU) กับสถาบันการศึกษาใด,general,250,general
จุดเด่นของหลักสูตรปรับปรุง 2565 คืออะไร,general,253,general
หลักสูตรนี้เน้นสร้างบัณฑิตแบบไหน (ปรัชญา),general,254,general
สาขาวิศวกรรมการผลิตเครื่องประดับ มีชื่ออื่นอีกไหม,general,264,general
วิศวกรรมการผลิตเครื่องประดับ จุดเด่น / ทำไมต้องเลือกเรียน,general,270,general
สาขาวิชาวิศวกรรมการผลิตเครื่องประดับ ชื่อปริญญาภาษาไทยคืออะไร,general,272,general
สาขาวิชาวิศวกรรมการผลิตเครื่องประดับ ชื่อปริญญาภาษาอังกฤษคืออะไร,general,273,general
รหัสหลักสูตรคืออะไร,general,277,general
หลักสูตรนี้เน้นสร้างบัณฑิตแบบไหน,general,278,general
วุฒิ อส.บ. ต่างจาก วศ.บ. อย่างไร,general,279,general
มีความร่วมมือกับสถาบันอัญมณี (GIT) ไหม,general,313,general
เรียนยากไหม,general,314,general
ชื่อหลักสูตรภาษาไทยและภาษาอังกฤษคืออะไร?,general,524,General Info
ชื่อปริญญาและอักษรย่อสาขาวิศวกรรมเครื่องกลคืออะไร?,general,525,General Info
รหัสหลักสูตรคืออะไร?,general,526,General Info
สถานที่จัดการเรียนการสอนอยู่ที่ไหน?,general,527,General Info
จัดการเรียนการสอนเป็นภาษาอะไร?,general,528,General Info
ปรัชญาของหลักสูตรวิศวกรรมเครื่องกล (2565) คืออะไร?,general,529,General Info
วัตถุประสงค์หลักของหลักสูตรวิศวกรรมเครื่องกลคืออะไร?,general,530,General Info
เริ่มใช้หลักสูตรปรับปรุงใหม่นี้เมื่อไหร่?,general,544,General Info
ชื่อหลักสูตรปริญญาโท สาขาโยธา คืออะไร?,general,556,General Info
ปรัชญาของหลักสูตรวิศวกรรมโยธา (Philosophy) คืออะไร?,general,557,General Info
วัตถุประสงค์ของหลักสูตรวิศวกรรมโยธา (Objectives) มีอะไรบ้าง?,general,558,General Info
หลักสูตรนี้เหมาะกับใคร (Target Group)?,general,559,General Info
เงื่อนไขการตีพิมพ์ผลงาน (Publication) เพื่อจบการศึกษา?,graduation,569,Graduation
เกณฑ์ภาษาอังกฤษก่อนจบ (Exit Exam)?,graduation,570,Graduation
สาขาวิศวกรรมคอมพิวเตอร์ มทร.พระนคร ก่อตั้งเมื่อไหร่,general,159,history
หลักสูตรต่อเนื่อง 2 ปี วิศวกรรมคอมพิวเตอร์ เริ่มมีตอนไหน,general,160,history
สาขานี้เปิดสอนมานานหรือยัง,general,312,history
รายละเอียดหลักสูตรฉบับเต็ม อส.บ. ยั่งยืน หาได้ที่ไหน,general,8,information
สาขา SIME ก่อตั้งเมื่อไหร่,general,11,information
ทำไมต้องมีหลักสูตร SIME วิศวกรรมความยั่งยืน,general,12,information
วิศวกรรมการจัดการอุตสาหกรรมเพื่อความยั่งยืน ตั้งอยู่ที่ไหน,general,15,information
เว็บไซต์สาขา SIME คืออะไร,general,20,information
SIME มีความร่วมมือกับหน่วยงานไหนบ้าง,general,50,information
SIME ทำงานร่วมกับสภาอุตสาหกรรมอย่างไร,general,53,information
ช่องทางติดตามข่าวสารทุนการศึกษา มทร.พระนคร มีอะไรบ้าง,general,630,information
ห้องสมุด มทร.พระนคร เปิดให้บริการเวลาไหนบ้าง,facilities,634,library
ห้องสมุดศูนย์เทเวศร์ มทร.พระนคร อยู่ที่ไหน,facilities,635,library
ห้องสมุด มทร.พระนคร มีหนังสืออะไรบ้าง,facilities,636,library
ห้องสมุด มทร.พระนคร มีหนังสือภาษาไทยกี่เล่ม,facilities,637,library
ห้องสมุด มทร.พระนคร มีหนังสือภาษาอังกฤษกี่เล่ม,facilities,638,library
ห้องสมุด มทร.พระนคร มีงานวิจัยกี่เรื่อง,facilities,639,library
ห้องสมุด มทร.พระนคร มีหนังสือพิมพ์นิตยสารไหม,facilities,640,library
ห้องสมุด มทร.พระนคร เน้นหนังสือด้านไหน,facilities,641,library
ห้องสมุด มทร.พระนคร วันเสาร์เปิดไหม,facilities,642,library
ดาวน์โหลดแบบรายงานสถานภาพการศึกษา กยศ. (กยศ.204),loan,105,loan
ดาวน์โหลดแบบฟอร์มกู้เกินหลักสูตร DSL กยศ.,loan,106,loan
ดาวน์โหลดแบบฟอร์มบันทึกกิจกรรมจิตอาสา กยศ./กรอ.,loan,107,loan
ดาวน์โหลดเอกสารประกอบการกู้ยืม กยศ. ภาคเรียนที่ 2,loan,108,loan
ดาวน์โหลดแบบขอชำระเงินค่าลงทะเบียน กยศ. (ลักษณะที่ 1),loan,109,loan
ดาวน์โหลดแบบขอชำระเงินค่าลงทะเบียน กรอ. (ลักษณะที่ 2),loan,110,loan
ดาวน์โหลดหนังสือแสดงความคิดเห็นของอาจารย์ที่ปรึกษา กยศ.,loan,111,loan
ดาวน์โหลดหนังสือรับรองรายได้ครอบครัว กยศ.102,loan,112,loan
ดาวน์โหลดแบบขอรับการสัมภาษณ์ กยศ./กรอ.,loan,113,loan
ดาวน์โหลดหนังสือให้ความยินยอมในการเปิดเผยข้อมูล กยศ.,loan,114,loan
แบบฟอร์มกองทุนกู้ยืมเพื่อการศึกษา กยศ. มีอะไรบ้าง,loan,115,loan
คู่มือการกู้ยืม กยศ. มีอะไรบ้าง,loan,116,loan
คุณสมบัติการกู้ยืม กยศ. คืออะไร,loan,117,loan
ระบบ DSL คืออะไร ใช้ทำอะไร,loan,118,loan
กิจกรรมจิตอาสา กยศ. คืออะไร,loan,119,loan
กยศ. กับ กรอ. ต่างกันอย่างไร,loan,120,loan
ขั้นตอนการกู้ยืม กยศ. รายใหม่ เป็นอย่างไร,loan,121,loan
ขั้นตอนการกู้ยืม กยศ. รายเก่า เป็นอย่างไร,loan,122,loan
เอกสารประกอบการสัมภาษณ์กู้ยืม กยศ. มีอะไรบ้าง,loan,123,loan
แบบรายงานสถานภาพการศึกษา กยศ. คืออะไร,loan,124,loan
แบบฟอร์มกู้เกินหลักสูตรในระบบ DSL คืออะไร,loan,125,loan
แบบฟอร์มบันทึกกิจกรรมจิตอาสา กยศ. ใช้ทำอะไร,loan,126,loan
ใบ check list รายการเอกสารกู้ยืม กยศ. มีไว้ทำอะไร,loan,127,loan
แบบขอชำระเงินค่าลงทะเบียน กยศ./กรอ. ต่างกันอย่างไร,loan,128,loan
หนังสือแสดงความคิดเห็นของอาจารย์ที่ปรึกษา กยศ. คืออะไร,loan,129,loan
หนังสือรับรองรายได้ครอบครัว กยศ.102 คืออะไร,loan,130,loan
แบบขอรับการสัมภาษณ์ กยศ. ใช้ทำอะไร,loan,131,loan
หนังสือให้ความยินยอมในการเปิดเผยข้อมูล กยศ. คืออะไร,loan,132,loan
เอกสารผู้กู้รายเก่าเลื่อนชั้นปี ปวช. มีอะไรบ้าง,loan,133,loan
เอกสารผู้กู้รายเก่าเลื่อนชั้นปี ปริญญาตรี มีอะไรบ้าง,loan,134,loan
เอกสารผู้กู้รายใหม่ ปวช. มีอะไรบ้าง,loan,135,loan
เอกสารผู้กู้รายใหม่ ปริญญาตรี มีอะไรบ้าง,loan,136,loan
ดาวน์โหลดแบบฟอร์มกองทุนกู้ยืม กยศ./กรอ. ได้ที่ไหน,loan,137,loan
เอกสารกู้ยืมรายเก่า ภาคเรียนที่ 1,loan,138,loan
เอกสารกู้ยืมรายเก่า ภาคเรียนที่ 2,loan,139,loan
คุณสมบัติผู้กู้ยืม กยศ กรอ รายเก่า,loan,140,loan
กำหนดส่งเอกสารกู้ยืม ภาคเรียนที่ 1,loan,141,loan
นักศึกษาผู้กู้ยืมรายเก่าเลื่อนชั้นปี ระดับปริญญาตรี,loan,142,loan
นักศึกษาผู้กู้ยืมรายใหม่ รายเก่าย้ายสถานศึกษา ระดับปริญญาตรี,loan,143,loan
สาขา SIME อยู่ที่ไหน,contact,19,location
ไปสาขา SIME ยังไง,contact,21,location
มทร.พระนคร มีศูนย์การเรียนกี่แห่ง อยู่ที่ไหนบ้าง,contact,98,location
ศูนย์เทเวศร์ มทร.พระนคร มีคณะอะไรบ้าง,contact,99,location
ศูนย์โชติเวช มทร.พระนคร มีคณะอะไรบ้าง,contact,100,location
ศูนย์พณิชยการพระนคร มทร.พระนคร มีคณะอะไรบ้าง,contact,101,location
ศูนย์พระนครเหนือ มทร.พระนคร มีคณะอะไรบ้าง,contact,102,location
สาขาวิศวกรรมคอมพิวเตอร์ ตั้งอยู่ที่ไหน,contact,144,location
ห้อง Lab วิศวะคอม อยู่ชั้นไหนบ้าง,contact,175,location
วิศวกรรมอุตสาหการ อยู่ที่ไหน,contact,196,location
หลักสูตรนี้สังกัดคณะและศูนย์ไหน,contact,226,location
วิศวกรรมการผลิตเครื่องประดับ อยู่ที่ไหน,contact,257,location
สังกัดคณะและศูนย์ไหน,contact,276,location
หลักสูตรมีความร่วมมือกับหน่วยงานภายนอกหรือไม่?,general,522,partnership
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เป็นหลักสูตรแบบไหน,program,1,program
หลักสูตรนี้เป็นยังไง,program,1,program
เรียนหลักสูตรนี้,program,1,program
หลักสูตร อส.บ. ยั่งยืน,program,1,program
บอกเกี่ยวกับหลักสูตร,program,1,program
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เรียนกี่ปี,program,4,program
หลักสูตรนี้เป็นยังไง,program,4,program
เรียนหลักสูตรนี้,program,4,program
หลักสูตร อส.บ. ยั่งยืน,program,4,program
บอกเกี่ยวกับหลักสูตร,program,4,program
เรียนนานแค่ไหน,program,4,program
ใช้เวลากี่ปี,program,4,program
เรียนกี่ปีจบ,program,4,program
ระยะเวลาเรียน,program,4,program
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เรียนเกี่ยวกับอะไร,program,5,program
หลักสูตรนี้เป็นยังไง,program,5,program
เรียนหลักสูตรนี้,program,5,program
หลักสูตร อส.บ. ยั่งยืน,program,5,program
บอกเกี่ยวกับหลักสูตร,program,5,program
เรียนอะไร,program,5,program
เรียนวิชาอะไรบ้าง,program,5,program
มีวิชาอะไร,program,5,program
เนื้อหาการเรียน,program,5,program
อส.บ. ต่างจาก วศ.บ. (วิศวกรรมศาสตรบัณฑิต) อย่างไร,program,6,program
หลักสูตรนี้เป็นยังไง,program,6,program
เรียนหลักสูตรนี้,program,6,program
หลักสูตร อส.บ. ยั่งยืน,program,6,program
บอกเกี่ยวกับหลักสูตร,program,6,program
หลักสูตร อส.บ. ยั่งยืน มีภาคสมทบไหม,program,9,program
หลักสูตรนี้เป็นยังไง,program,9,program
เรียนหลักสูตรนี้,program,9,program
หลักสูตร อส.บ. ยั่งยืน,program,9,program
บอกเกี่ยวกับหลักสูตร,program,9,program
มีเรียนภาคสมทบไหม,program,9,program
เรียนภาคสมทบได้ไหม,program,9,program
ภาคสมทบ,program,9,program
SIME เน้นการเรียนการสอนเรื่องอะไรบ้าง,program,13,program
SIME มีหลักสูตรปริญญาโทด้วยไหม,program,14,program
หลักสูตรนี้เป็นยังไง,program,14,program
เรียนหลักสูตรนี้,program,14,program
หลักสูตร อส.บ. ยั่งยืน,program,14,program
บอกเกี่ยวกับหลักสูตร,program,14,program
ปรัชญาของหลักสูตร SIME คืออะไร,program,24,program
หลักสูตรนี้เป็นยังไง,program,24,program
เรียนหลักสูตรนี้,program,24,program
หลักสูตร อส.บ. ยั่งยืน,program,24,program
บอกเกี่ยวกับหลักสูตร,program,24,program
วัตถุประสงค์ของหลักสูตร SIME มีอะไรบ้าง,program,25,program
หลักสูตรนี้เป็นยังไง,program,25,program
เรียนหลักสูตรนี้,program,25,program
หลักสูตร อส.บ. ยั่งยืน,program,25,program
บอกเกี่ยวกับหลักสูตร,program,25,program
หลักสูตร SIME ผลิตบัณฑิตให้มีทักษะอะไรบ้าง,program,26,program
หลักสูตรนี้เป็นยังไง,program,26,program
เรียนหลักสูตรนี้,program,26,program
หลักสูตร อส.บ. ยั่งยืน,program,26,program
บอกเกี่ยวกับหลักสูตร,program,26,program
SIME เน้นผลิตบุคลากรแบบไหน,program,27,program
หลักสูตร SIME มุ่งเน้นความยั่งยืนอย่างไร,program,28,program
หลักสูตรนี้เป็นยังไง,program,28,program
เรียนหลักสูตรนี้,program,28,program
หลักสูตร อส.บ. ยั่งยืน,program,28,program
บอกเกี่ยวกับหลักสูตร,program,28,program
SIME สอนเรื่องการจัดการอุตสาหกรรมอะไรบ้าง,program,30,program
ชื่อเต็มของหลักสูตร SIME คือ,program,32,program
หลักสูตรนี้เป็นยังไง,program,32,program
เรียนหลักสูตรนี้,program,32,program
หลักสูตร อส.บ. ยั่งยืน,program,32,program
บอกเกี่ยวกับหลักสูตร,program,32,program
ปริญญาที่ได้จาก SIME คืออะไร,program,33,program
วศ.ม. ย่อมาจากอะไร,program,34,program
M.Eng. คืออะไร,program,35,program
SIME ออกชื่อภาษาอังกฤษว่าอะไร,program,36,program
หลักสูตร SIME มีกี่แผนการศึกษา,program,37,program
หลักสูตรนี้เป็นยังไง,program,37,program
เรียนหลักสูตรนี้,program,37,program
หลักสูตร อส.บ. ยั่งยืน,program,37,program
บอกเกี่ยวกับหลักสูตร,program,37,program
แผน ก1 ของ SIME เป็นอย่างไร,program,38,program
แผน ก2 ของ SIME เป็นอย่างไร,program,39,program
แผน ข ของ SIME เป็นอย่างไร,program,40,program
หลักสูตร SIME มีทั้งหมดกี่หน่วยกิต,program,41,program
หลักสูตรนี้เป็นยังไง,program,41,program
เรียนหลักสูตรนี้,program,41,program
หลักสูตร อส.บ. ยั่งยืน,program,41,program
บอกเกี่ยวกับหลักสูตร,program,41,program
แผน ก กับ แผน ข ของ SIME ต่างกันอย่างไร,program,42,program
ควรเลือกแผนไหนใน SIME,program,43,program
วิทยานิพนธ์กับการค้นคว้าอิสระ ต่างกันอย่างไร,program,44,program
SIME มีวิชาบังคับกี่หน่วยกิต,program,45,program
เรียนอะไร,program,45,program
เรียนวิชาอะไรบ้าง,program,45,program
มีวิชาอะไร,program,45,program
เนื้อหาการเรียน,program,45,program
SIME มีวิชาเลือกกี่หน่วยกิต,program,46,program
เรียนอะไร,program,46,program
เรียนวิชาอะไรบ้าง,program,46,program
มีวิชาอะไร,program,46,program
เนื้อหาการเรียน,program,46,program
หลักสูตร SIME เรียนกี่ปี,program,47,program
หลักสูตรนี้เป็นยังไง,program,47,program
เรียนหลักสูตรนี้,program,47,program
หลักสูตร อส.บ. ยั่งยืน,program,47,program
บอกเกี่ยวกับหลักสูตร,program,47,program
เรียนนานแค่ไหน,program,47,program
ใช้เวลากี่ปี,program,47,program
เรียนกี่ปีจบ,program,47,program
ระยะเวลาเรียน,program,47,program
SIME ใช้ภาษาอะไรในการเรียนการสอน,program,48,program
จบ SIME ได้ปริญญาอะไร,program,51,program
SIME เป็นหลักสูตรภาษาอังกฤษไหม,program,52,program
หลักสูตรนี้เป็นยังไง,program,52,program
เรียนหลักสูตรนี้,program,52,program
หลักสูตร อส.บ. ยั่งยืน,program,52,program
บอกเกี่ยวกับหลักสูตร,program,52,program
SIME เน้นเรียนภาคทฤษฎีหรือภาคปฏิบัติ,program,54,program
ระยะเวลาการศึกษา SIME ขั้นต่ำและสูงสุดเท่าไหร่,program,55,program
เรียนนานแค่ไหน,program,55,program
ใช้เวลากี่ปี,program,55,program
เรียนกี่ปีจบ,program,55,program
ระยะเวลาเรียน,program,55,program
SIME มีหลักสูตรภาคพิเศษไหม,program,56,program
หลักสูตรนี้เป็นยังไง,program,56,program
เรียนหลักสูตรนี้,program,56,program
หลักสูตร อส.บ. ยั่งยืน,program,56,program
บอกเกี่ยวกับหลักสูตร,program,56,program
ปรัชญาของหลักสูตร อส.บ. ยั่งยืน สาขาวิศวกรรมสื่อสารและระบบอัจฉริยะ คืออะไร,program,67,program
หลักสูตรนี้เป็นยังไง,program,67,program
เรียนหลักสูตรนี้,program,67,program
หลักสูตร อส.บ. ยั่งยืน,program,67,program
บอกเกี่ยวกับหลักสูตร,program,67,program
วัตถุประสงค์ของหลักสูตร อส.บ. ยั่งยืน สาขาวิศวกรรมสื่อสารและระบบอัจฉริยะ มีอะไรบ้าง,program,68,program
หลักสูตรนี้เป็นยังไง,program,68,program
เรียนหลักสูตรนี้,program,68,program
หลักสูตร อส.บ. ยั่งยืน,program,68,program
บอกเกี่ยวกับหลักสูตร,program,68,program
หลักสูตร อส.บ. ยั่งยืน สอนให้มีคุณธรรมอย่างไร,program,69,program
หลักสูตรนี้เป็นยังไง,program,69,program
เรียนหลักสูตรนี้,program,69,program
หลักสูตร อส.บ. ยั่งยืน,program,69,program
บอกเกี่ยวกับหลักสูตร,program,69,program
หลักสูตร อส.บ. ยั่งยืน เน้นพัฒนาทักษะอะไร,program,70,program
หลักสูตรนี้เป็นยังไง,program,70,program
เรียนหลักสูตรนี้,program,70,program
หลักสูตร อส.บ. ยั่งยืน,program,70,program
บอกเกี่ยวกับหลักสูตร,program,70,program
หลักสูตร อส.บ. ยั่งยืน เรียนเกี่ยวกับความยั่งยืนอย่างไร,program,71,program
หลักสูตรนี้เป็นยังไง,program,71,program
เรียนหลักสูตรนี้,program,71,program
หลักสูตร อส.บ. ยั่งยืน,program,71,program
บอกเกี่ยวกับหลักสูตร,program,71,program
เรียนอะไร,program,71,program
เรียนวิชาอะไรบ้าง,program,71,program
มีวิชาอะไร,program,71,program
เนื้อหาการเรียน,program,71,program
หลักสูตร อส.บ. ยั่งยืน เป็นหลักสูตรแบบไหน,program,73,program
หลักสูตรนี้เป็นยังไง,program,73,program
เรียนหลักสูตรนี้,program,73,program
หลักสูตร อส.บ. ยั่งยืน,program,73,program
บอกเกี่ยวกับหลักสูตร,program,73,program
หลักสูตร อส.บ. ยั่งยืน ใช้ภาษาอะไรในการเรียนการสอน,program,74,program
หลักสูตรนี้เป็นยังไง,program,74,program
เรียนหลักสูตรนี้,program,74,program
หลักสูตร อส.บ. ยั่งยืน,program,74,program
บอกเกี่ยวกับหลักสูตร,program,74,program
หลักสูตร อส.บ. ยั่งยืน มีความร่วมมือกับหน่วยงานไหนบ้าง,program,76,program
หลักสูตรนี้เป็นยังไง,program,76,program
เรียนหลักสูตรนี้,program,76,program
หลักสูตร อส.บ. ยั่งยืน,program,76,program
บอกเกี่ยวกับหลักสูตร,program,76,program
จบหลักสูตร อส.บ. ยั่งยืน ได้ปริญญากี่สาขา,program,77,program
หลักสูตรนี้เป็นยังไง,program,77,program
เรียนหลักสูตรนี้,program,77,program
หลักสูตร อส.บ. ยั่งยืน,program,77,program
บอกเกี่ยวกับหลักสูตร,program,77,program
เรียน ปวช. ช่างเทคนิคคอมพิวเตอร์ ที่สาขาวิศวกรรมคอมพิวเตอร์ ได้อะไร,program,146,program
วิศวกรรมคอมพิวเตอร์ เรียนภาษาโปรแกรมอะไรบ้าง,program,149,program
วิศวกรรมคอมพิวเตอร์ มีสอน AI/Machine Learning ไหม,program,150,program
วิศวกรรมคอมพิวเตอร์ ระยะเวลาเรียนและหน่วยกิต,program,151,program
เรียนนานแค่ไหน,program,151,program
ใช้เวลากี่ปี,program,151,program
เรียนกี่ปีจบ,program,151,program
ระยะเวลาเรียน,program,151,program
วิศวกรรมคอมพิวเตอร์ เรียนเกี่ยวกับอะไรบ้าง (ภาพรวม),program,152,program
เรียนอะไร,program,152,program
เรียนวิชาอะไรบ้าง,program,152,program
มีวิชาอะไร,program,152,program
เนื้อหาการเรียน,program,152,program
วิศวกรรมคอมพิวเตอร์ มีสอนระดับ ปวช. ไหม,program,161,program
วิศวกรรมคอมพิวเตอร์ (ต่อเนื่อง) เรียนเวลาไหน,program,163,program
จบ ปวส. เรียนต่อวิศวะคอมฯ (ต่อเนื่อง) กี่ปีจบ,program,164,program
หลักสูตร ปวช. ช่างเทคนิคคอมพิวเตอร์ เรียนเกี่ยวกับอะไร,program,165,program
หลักสูตรนี้เป็นยังไง,program,165,program
เรียนหลักสูตรนี้,program,165,program
หลักสูตร อส.บ. ยั่งยืน,program,165,program
บอกเกี่ยวกับหลักสูตร,program,165,program
เรียนอะไร,program,165,program
เรียนวิชาอะไรบ้าง,program,165,program
มีวิชาอะไร,program,165,program
เนื้อหาการเรียน,program,165,program
หมวดวิชาศึกษาทั่วไป ต้องเรียนกี่หน่วยกิต,program,176,program
เรียนอะไร,program,176,program
เรียนวิชาอะไรบ้าง,program,176,program
มีวิชาอะไร,program,176,program
เนื้อหาการเรียน,program,176,program
หมวดวิชาเฉพาะ ต้องเรียนกี่หน่วยกิต,program,177,program
เรียนอะไร,program,177,program
เรียนวิชาอะไรบ้าง,program,177,program
มีวิชาอะไร,program,177,program
