question,intent,original_faq_id
ห้องปฏิบัติการหล่อโลหะ มีเครื่องมืออะไรบ้าง,facilities,299
อุปกรณ์เครื่องมือช่างต้องซื้อเองไหม,facilities,300
คอมพิวเตอร์ที่คณะแรงพอสำหรับกราฟิกไหม,facilities,301
ความพร้อมของห้องปฏิบัติการและเครื่องมือเป็นอย่างไร?,Facilities,546
มีสิ่งอำนวยความสะดวกสนับสนุนการเรียนอย่างไร?,Facilities,573
สาขาวิศวกรรมเครื่องมือและแม่พิมพ์ มีห้องปฏิบัติการอะไรบ้าง,facilities,601
ห้องปฏิบัติการเครื่องจักรกลอัตโนมัติ มีอะไรบ้าง,facilities,602
ห้องปฏิบัติการ CAD-CAM-CAE ใช้ทำอะไร,facilities,603
ห้องปฏิบัติการงานวัดละเอียด มีเครื่องมืออะไรบ้าง,facilities,604
โรงฝึกปฏิบัติงานเครื่องมือกลพื้นฐาน มีอะไรบ้าง,facilities,605
ห้องปฏิบัติการของสาขาแม่พิมพ์ เหมาะสำหรับนักศึกษาระดับไหน,facilities,607
สาขาเครื่องมือและแม่พิมพ์ มีเครื่อง CNC ทันสมัยไหม,facilities,608
สาขาวิศวกรรมเครื่องมือและแม่พิมพ์ มีอุปกรณ์วัดทันสมัยไหม,facilities,610
โรงเรียนช่างกลพระนครเหนือในยุคแรกมีอาคารอะไรบ้าง,facility,479
มีผู้ทรงคุณวุฒิภายนอกร่วมพัฒนาหลักสูตรหรือไม่?,Faculty,543
ใครคืออาจารย์ผู้รับผิดชอบหลักสูตร?,Faculty,574
วิศวกรรมคอมพิวเตอร์ ภาคปกติ กับ ภาคต่อเนื่อง ต่างกันอย่างไร,faq,168
ค่าบำรุงการศึกษา (ค่าเทอม) ภาคสมทบ/ภาคพิเศษเท่าไหร่?,fee,521
ค่าบำรุงการศึกษา (ค่าเทอม) ประมาณเท่าไหร่?,Fees,541
ค่าเทอม ป.โท วิศวกรรมโยธา เท่าไหร่?,Fees,575
วิศวกรรมคอมพิวเตอร์ จุดเด่น / ทำไมต้องเลือกเรียน,general,157
หลักสูตรปรับปรุงล่าสุดเริ่มใช้เมื่อไหร่,general,193
วิศวกรรมอุตสาหการ จุดเด่น / ทำไมต้องเลือกเรียน,general,204
ชื่อปริญญาภาษาอังกฤษ ของวิศวกรรมอุตสาหการ คืออะไร,general,210
หลักสูตรวิศวกรรมอุตสาหการ ปี 2565 มีชื่อเต็มภาษาไทยว่าอะไร,general,217
หลักสูตรวิศวกรรมอุตสาหการ ปี 2565 มีชื่อเต็มภาษาอังกฤษว่าอะไร,general,218
ชื่อปริญญาภาษาไทยสาขาวิศวกรรมอุตสาหการ (ฉบับเต็ม) คืออะไร,general,219
ชื่อปริญญาภาษาไทยสาขาวิศวกรรมอุตสาหการ (ฉบับย่อ) คืออะไร,general,220
ชื่อปริญญาภาษาอังกฤษสาขาวิศวกรรมอุตสาหการ (ฉบับเต็ม) คืออะไร,general,221
ชื่อปริญญาภาษาอังกฤษสาขาวิศวกรรมอุตสาหการ (ฉบับย่อ) คืออะไร,general,222
ภาษาที่ใช้ในการจัดการเรียนการสอนคือภาษาอะไร,general,225
หลักสูตรมีความร่วมมือ (MOU) กับสถาบันการศึกษาใด,general,250
จุดเด่นของหลักสูตรปรับปรุง 2565 คืออะไร,general,253
หลักสูตรนี้เน้นสร้างบัณฑิตแบบไหน (ปรัชญา),general,254
สาขาวิศวกรรมการผลิตเครื่องประดับ มีชื่ออื่นอีกไหม,general,264
วิศวกรรมการผลิตเครื่องประดับ จุดเด่น / ทำไมต้องเลือกเรียน,general,270
สาขาวิชาวิศวกรรมการผลิตเครื่องประดับ ชื่อปริญญาภาษาไทยคืออะไร,general,272
สาขาวิชาวิศวกรรมการผลิตเครื่องประดับ ชื่อปริญญาภาษาอังกฤษคืออะไร,general,273
รหัสหลักสูตรคืออะไร,general,277
หลักสูตรนี้เน้นสร้างบัณฑิตแบบไหน,general,278
วุฒิ อส.บ. ต่างจาก วศ.บ. อย่างไร,general,279
มีความร่วมมือกับสถาบันอัญมณี (GIT) ไหม,general,313
เรียนยากไหม,general,314
ชื่อหลักสูตรภาษาไทยและภาษาอังกฤษคืออะไร?,General Info,524
ชื่อปริญญาและอักษรย่อสาขาวิศวกรรมเครื่องกลคืออะไร?,General Info,525
รหัสหลักสูตรคืออะไร?,General Info,526
สถานที่จัดการเรียนการสอนอยู่ที่ไหน?,General Info,527
จัดการเรียนการสอนเป็นภาษาอะไร?,General Info,528
ปรัชญาของหลักสูตรวิศวกรรมเครื่องกล (2565) คืออะไร?,General Info,529
วัตถุประสงค์หลักของหลักสูตรวิศวกรรมเครื่องกลคืออะไร?,General Info,530
เริ่มใช้หลักสูตรปรับปรุงใหม่นี้เมื่อไหร่?,General Info,544
ชื่อหลักสูตรปริญญาโท สาขาโยธา คืออะไร?,General Info,556
ปรัชญาของหลักสูตรวิศวกรรมโยธา (Philosophy) คืออะไร?,General Info,557
วัตถุประสงค์ของหลักสูตรวิศวกรรมโยธา (Objectives) มีอะไรบ้าง?,General Info,558
หลักสูตรนี้เหมาะกับใคร (Target Group)?,General Info,559
เงื่อนไขการตีพิมพ์ผลงาน (Publication) เพื่อจบการศึกษา?,Graduation,569
เกณฑ์ภาษาอังกฤษก่อนจบ (Exit Exam)?,Graduation,570
สาขาวิศวกรรมคอมพิวเตอร์ มทร.พระนคร ก่อตั้งเมื่อไหร่,history,159
หลักสูตรต่อเนื่อง 2 ปี วิศวกรรมคอมพิวเตอร์ เริ่มมีตอนไหน,history,160
สาขานี้เปิดสอนมานานหรือยัง,history,312
รายละเอียดหลักสูตรฉบับเต็ม อส.บ. ยั่งยืน หาได้ที่ไหน,information,8
ข้อมูลเพิ่มเติม,information,8
รายละเอียดเพิ่มเติม,information,8
หาข้อมูลได้ที่ไหน,information,8
ดูเพิ่มเติมที่ไหน,information,8
สาขา SIME ก่อตั้งเมื่อไหร่,information,11
ข้อมูลเพิ่มเติม,information,11
รายละเอียดเพิ่มเติม,information,11
หาข้อมูลได้ที่ไหน,information,11
ดูเพิ่มเติมที่ไหน,information,11
ทำไมต้องมีหลักสูตร SIME วิศวกรรมความยั่งยืน,information,12
ข้อมูลเพิ่มเติม,information,12
รายละเอียดเพิ่มเติม,information,12
หาข้อมูลได้ที่ไหน,information,12
ดูเพิ่มเติมที่ไหน,information,12
วิศวกรรมการจัดการอุตสาหกรรมเพื่อความยั่งยืน ตั้งอยู่ที่ไหน,information,15
ข้อมูลเพิ่มเติม,information,15
รายละเอียดเพิ่มเติม,information,15
หาข้อมูลได้ที่ไหน,information,15
ดูเพิ่มเติมที่ไหน,information,15
เว็บไซต์สาขา SIME คืออะไร,information,20
ข้อมูลเพิ่มเติม,information,20
รายละเอียดเพิ่มเติม,information,20
หาข้อมูลได้ที่ไหน,information,20
ดูเพิ่มเติมที่ไหน,information,20
SIME มีความร่วมมือกับหน่วยงานไหนบ้าง,information,50
ข้อมูลเพิ่มเติม,information,50
รายละเอียดเพิ่มเติม,information,50
หาข้อมูลได้ที่ไหน,information,50
ดูเพิ่มเติมที่ไหน,information,50
SIME ทำงานร่วมกับสภาอุตสาหกรรมอย่างไร,information,53
ข้อมูลเพิ่มเติม,information,53
รายละเอียดเพิ่มเติม,information,53
หาข้อมูลได้ที่ไหน,information,53
ดูเพิ่มเติมที่ไหน,information,53
ช่องทางติดตามข่าวสารทุนการศึกษา มทร.พระนคร มีอะไรบ้าง,information,630
ข้อมูลเพิ่มเติม,information,630
รายละเอียดเพิ่มเติม,information,630
หาข้อมูลได้ที่ไหน,information,630
ดูเพิ่มเติมที่ไหน,information,630
ห้องสมุด มทร.พระนคร เปิดให้บริการเวลาไหนบ้าง,library,634
ห้องสมุดศูนย์เทเวศร์ มทร.พระนคร อยู่ที่ไหน,library,635
ห้องสมุด มทร.พระนคร มีหนังสืออะไรบ้าง,library,636
ห้องสมุด มทร.พระนคร มีหนังสือภาษาไทยกี่เล่ม,library,637
ห้องสมุด มทร.พระนคร มีหนังสือภาษาอังกฤษกี่เล่ม,library,638
ห้องสมุด มทร.พระนคร มีงานวิจัยกี่เรื่อง,library,639
ห้องสมุด มทร.พระนคร มีหนังสือพิมพ์นิตยสารไหม,library,640
ห้องสมุด มทร.พระนคร เน้นหนังสือด้านไหน,library,641
ห้องสมุด มทร.พระนคร วันเสาร์เปิดไหม,library,642
ดาวน์โหลดแบบรายงานสถานภาพการศึกษา กยศ. (กยศ.204),loan,105
ดาวน์โหลดแบบฟอร์มกู้เกินหลักสูตร DSL กยศ.,loan,106
ดาวน์โหลดแบบฟอร์มบันทึกกิจกรรมจิตอาสา กยศ./กรอ.,loan,107
ดาวน์โหลดเอกสารประกอบการกู้ยืม กยศ. ภาคเรียนที่ 2,loan,108
ดาวน์โหลดแบบขอชำระเงินค่าลงทะเบียน กยศ. (ลักษณะที่ 1),loan,109
ดาวน์โหลดแบบขอชำระเงินค่าลงทะเบียน กรอ. (ลักษณะที่ 2),loan,110
ดาวน์โหลดหนังสือแสดงความคิดเห็นของอาจารย์ที่ปรึกษา กยศ.,loan,111
ดาวน์โหลดหนังสือรับรองรายได้ครอบครัว กยศ.102,loan,112
ดาวน์โหลดแบบขอรับการสัมภาษณ์ กยศ./กรอ.,loan,113
ดาวน์โหลดหนังสือให้ความยินยอมในการเปิดเผยข้อมูล กยศ.,loan,114
แบบฟอร์มกองทุนกู้ยืมเพื่อการศึกษา กยศ. มีอะไรบ้าง,loan,115
คู่มือการกู้ยืม กยศ. มีอะไรบ้าง,loan,116
คุณสมบัติการกู้ยืม กยศ. คืออะไร,loan,117
ระบบ DSL คืออะไร ใช้ทำอะไร,loan,118
กิจกรรมจิตอาสา กยศ. คืออะไร,loan,119
กยศ. กับ กรอ. ต่างกันอย่างไร,loan,120
ขั้นตอนการกู้ยืม กยศ. รายใหม่ เป็นอย่างไร,loan,121
ขั้นตอนการกู้ยืม กยศ. รายเก่า เป็นอย่างไร,loan,122
เอกสารประกอบการสัมภาษณ์กู้ยืม กยศ. มีอะไรบ้าง,loan,123
แบบรายงานสถานภาพการศึกษา กยศ. คืออะไร,loan,124
แบบฟอร์มกู้เกินหลักสูตรในระบบ DSL คืออะไร,loan,125
แบบฟอร์มบันทึกกิจกรรมจิตอาสา กยศ. ใช้ทำอะไร,loan,126
ใบ check list รายการเอกสารกู้ยืม กยศ. มีไว้ทำอะไร,loan,127
แบบขอชำระเงินค่าลงทะเบียน กยศ./กรอ. ต่างกันอย่างไร,loan,128
หนังสือแสดงความคิดเห็นของอาจารย์ที่ปรึกษา กยศ. คืออะไร,loan,129
หนังสือรับรองรายได้ครอบครัว กยศ.102 คืออะไร,loan,130
แบบขอรับการสัมภาษณ์ กยศ. ใช้ทำอะไร,loan,131
หนังสือให้ความยินยอมในการเปิดเผยข้อมูล กยศ. คืออะไร,loan,132
เอกสารผู้กู้รายเก่าเลื่อนชั้นปี ปวช. มีอะไรบ้าง,loan,133
เอกสารผู้กู้รายเก่าเลื่อนชั้นปี ปริญญาตรี มีอะไรบ้าง,loan,134
เอกสารผู้กู้รายใหม่ ปวช. มีอะไรบ้าง,loan,135
เอกสารผู้กู้รายใหม่ ปริญญาตรี มีอะไรบ้าง,loan,136
ดาวน์โหลดแบบฟอร์มกองทุนกู้ยืม กยศ./กรอ. ได้ที่ไหน,loan,137
เอกสารกู้ยืมรายเก่า ภาคเรียนที่ 1,loan,138
เอกสารกู้ยืมรายเก่า ภาคเรียนที่ 2,loan,139
คุณสมบัติผู้กู้ยืม กยศ กรอ รายเก่า,loan,140
กำหนดส่งเอกสารกู้ยืม ภาคเรียนที่ 1,loan,141
นักศึกษาผู้กู้ยืมรายเก่าเลื่อนชั้นปี ระดับปริญญาตรี,loan,142
นักศึกษาผู้กู้ยืมรายใหม่ รายเก่าย้ายสถานศึกษา ระดับปริญญาตรี,loan,143
สาขา SIME อยู่ที่ไหน,location,19
ไปสาขา SIME ยังไง,location,21
มทร.พระนคร มีศูนย์การเรียนกี่แห่ง อยู่ที่ไหนบ้าง,location,98
ศูนย์เทเวศร์ มทร.พระนคร มีคณะอะไรบ้าง,location,99
ศูนย์โชติเวช มทร.พระนคร มีคณะอะไรบ้าง,location,100
ศูนย์พณิชยการพระนคร มทร.พระนคร มีคณะอะไรบ้าง,location,101
ศูนย์พระนครเหนือ มทร.พระนคร มีคณะอะไรบ้าง,location,102
สาขาวิศวกรรมคอมพิวเตอร์ ตั้งอยู่ที่ไหน,location,144
ห้อง Lab วิศวะคอม อยู่ชั้นไหนบ้าง,location,175
วิศวกรรมอุตสาหการ อยู่ที่ไหน,location,196
หลักสูตรนี้สังกัดคณะและศูนย์ไหน,location,226
วิศวกรรมการผลิตเครื่องประดับ อยู่ที่ไหน,location,257
สังกัดคณะและศูนย์ไหน,location,276
หลักสูตรมีความร่วมมือกับหน่วยงานภายนอกหรือไม่?,partnership,522
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เป็นหลักสูตรแบบไหน,program,1
หลักสูตรนี้เป็นยังไง,program,1
เรียนหลักสูตรนี้,program,1
หลักสูตร อส.บ. ยั่งยืน,program,1
บอกเกี่ยวกับหลักสูตร,program,1
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เรียนกี่ปี,program,4
หลักสูตรนี้เป็นยังไง,program,4
เรียนหลักสูตรนี้,program,4
หลักสูตร อส.บ. ยั่งยืน,program,4
บอกเกี่ยวกับหลักสูตร,program,4
เรียนนานแค่ไหน,program,4
ใช้เวลากี่ปี,program,4
เรียนกี่ปีจบ,program,4
ระยะเวลาเรียน,program,4
หลักสูตร อส.บ. วิศวกรรมเทคโนโลยีนวัตกรรมเพื่อความยั่งยืน เรียนเกี่ยวกับอะไร,program,5
หลักสูตรนี้เป็นยังไง,program,5
เรียนหลักสูตรนี้,program,5
หลักสูตร อส.บ. ยั่งยืน,program,5
บอกเกี่ยวกับหลักสูตร,program,5
เรียนอะไร,program,5
เรียนวิชาอะไรบ้าง,program,5
มีวิชาอะไร,program,5
เนื้อหาการเรียน,program,5
อส.บ. ต่างจาก วศ.บ. (วิศวกรรมศาสตรบัณฑิต) อย่างไร,program,6
หลักสูตรนี้เป็นยังไง,program,6
เรียนหลักสูตรนี้,program,6
หลักสูตร อส.บ. ยั่งยืน,program,6
บอกเกี่ยวกับหลักสูตร,program,6
หลักสูตร อส.บ. ยั่งยืน มีภาคสมทบไหม,program,9
หลักสูตรนี้เป็นยังไง,program,9
เรียนหลักสูตรนี้,program,9
หลักสูตร อส.บ. ยั่งยืน,program,9
บอกเกี่ยวกับหลักสูตร,program,9
มีเรียนภาคสมทบไหม,program,9
เรียนภาคสมทบได้ไหม,program,9
ภาคสมทบ,program,9
SIME เน้นการเรียนการสอนเรื่องอะไรบ้าง,program,13
SIME มีหลักสูตรปริญญาโทด้วยไหม,program,14
หลักสูตรนี้เป็นยังไง,program,14
เรียนหลักสูตรนี้,program,14
หลักสูตร อส.บ. ยั่งยืน,program,14
บอกเกี่ยวกับหลักสูตร,program,14
ปรัชญาของหลักสูตร SIME คืออะไร,program,24
หลักสูตรนี้เป็นยังไง,program,24
เรียนหลักสูตรนี้,program,24
หลักสูตร อส.บ. ยั่งยืน,program,24
บอกเกี่ยวกับหลักสูตร,program,24
วัตถุประสงค์ของหลักสูตร SIME มีอะไรบ้าง,program,25
หลักสูตรนี้เป็นยังไง,program,25
เรียนหลักสูตรนี้,program,25
หลักสูตร อส.บ. ยั่งยืน,program,25
บอกเกี่ยวกับหลักสูตร,program,25
หลักสูตร SIME ผลิตบัณฑิตให้มีทักษะอะไรบ้าง,program,26
หลักสูตรนี้เป็นยังไง,program,26
เรียนหลักสูตรนี้,program,26
หลักสูตร อส.บ. ยั่งยืน,program,26
บอกเกี่ยวกับหลักสูตร,program,26
SIME เน้นผลิตบุคลากรแบบไหน,program,27
หลักสูตร SIME มุ่งเน้นความยั่งยืนอย่างไร,program,28
หลักสูตรนี้เป็นยังไง,program,28
เรียนหลักสูตรนี้,program,28
หลักสูตร อส.บ. ยั่งยืน,program,28
บอกเกี่ยวกับหลักสูตร,program,28
SIME สอนเรื่องการจัดการอุตสาหกรรมอะไรบ้าง,program,30
ชื่อเต็มของหลักสูตร SIME คือ,program,32
หลักสูตรนี้เป็นยังไง,program,32
เรียนหลักสูตรนี้,program,32
หลักสูตร อส.บ. ยั่งยืน,program,32
บอกเกี่ยวกับหลักสูตร,program,32
ปริญญาที่ได้จาก SIME คืออะไร,program,33
วศ.ม. ย่อมาจากอะไร,program,34
M.Eng. คืออะไร,program,35
SIME ออกชื่อภาษาอังกฤษว่าอะไร,program,36
หลักสูตร SIME มีกี่แผนการศึกษา,program,37
หลักสูตรนี้เป็นยังไง,program,37
เรียนหลักสูตรนี้,program,37
หลักสูตร อส.บ. ยั่งยืน,program,37
บอกเกี่ยวกับหลักสูตร,program,37
แผน ก1 ของ SIME เป็นอย่างไร,program,38
แผน ก2 ของ SIME เป็นอย่างไร,program,39
แผน ข ของ SIME เป็นอย่างไร,program,40
หลักสูตร SIME มีทั้งหมดกี่หน่วยกิต,program,41
หลักสูตรนี้เป็นยังไง,program,41
เรียนหลักสูตรนี้,program,41
หลักสูตร อส.บ. ยั่งยืน,program,41
บอกเกี่ยวกับหลักสูตร,program,41
แผน ก กับ แผน ข ของ SIME ต่างกันอย่างไร,program,42
ควรเลือกแผนไหนใน SIME,program,43
วิทยานิพนธ์กับการค้นคว้าอิสระ ต่างกันอย่างไร,program,44
SIME มีวิชาบังคับกี่หน่วยกิต,program,45
เรียนอะไร,program,45
เรียนวิชาอะไรบ้าง,program,45
มีวิชาอะไร,program,45
เนื้อหาการเรียน,program,45
SIME มีวิชาเลือกกี่หน่วยกิต,program,46
เรียนอะไร,program,46
เรียนวิชาอะไรบ้าง,program,46
มีวิชาอะไร,program,46
เนื้อหาการเรียน,program,46
หลักสูตร SIME เรียนกี่ปี,program,47
หลักสูตรนี้เป็นยังไง,program,47
เรียนหลักสูตรนี้,program,47
หลักสูตร อส.บ. ยั่งยืน,program,47
บอกเกี่ยวกับหลักสูตร,program,47
เรียนนานแค่ไหน,program,47
ใช้เวลากี่ปี,program,47
เรียนกี่ปีจบ,program,47
ระยะเวลาเรียน,program,47
SIME ใช้ภาษาอะไรในการเรียนการสอน,program,48
จบ SIME ได้ปริญญาอะไร,program,51
SIME เป็นหลักสูตรภาษาอังกฤษไหม,program,52
หลักสูตรนี้เป็นยังไง,program,52
เรียนหลักสูตรนี้,program,52
หลักสูตร อส.บ. ยั่งยืน,program,52
บอกเกี่ยวกับหลักสูตร,program,52
SIME เน้นเรียนภาคทฤษฎีหรือภาคปฏิบัติ,program,54
ระยะเวลาการศึกษา SIME ขั้นต่ำและสูงสุดเท่าไหร่,program,55
เรียนนานแค่ไหน,program,55
ใช้เวลากี่ปี,program,55
เรียนกี่ปีจบ,program,55
ระยะเวลาเรียน,program,55
SIME มีหลักสูตรภาคพิเศษไหม,program,56
หลักสูตรนี้เป็นยังไง,program,56
เรียนหลักสูตรนี้,program,56
หลักสูตร อส.บ. ยั่งยืน,program,56
บอกเกี่ยวกับหลักสูตร,program,56
ปรัชญาของหลักสูตร อส.บ. ยั่งยืน สาขาวิศวกรรมสื่อสารและระบบอัจฉริยะ คืออะไร,program,67
หลักสูตรนี้เป็นยังไง,program,67
เรียนหลักสูตรนี้,program,67
หลักสูตร อส.บ. ยั่งยืน,program,67
บอกเกี่ยวกับหลักสูตร,program,67
วัตถุประสงค์ของหลักสูตร อส.บ. ยั่งยืน สาขาวิศวกรรมสื่อสารและระบบอัจฉริยะ มีอะไรบ้าง,program,68
หลักสูตรนี้เป็นยังไง,program,68
เรียนหลักสูตรนี้,program,68
หลักสูตร อส.บ. ยั่งยืน,program,68
บอกเกี่ยวกับหลักสูตร,program,68
หลักสูตร อส.บ. ยั่งยืน สอนให้มีคุณธรรมอย่างไร,program,69
หลักสูตรนี้เป็นยังไง,program,69
เรียนหลักสูตรนี้,program,69
หลักสูตร อส.บ. ยั่งยืน,program,69
บอกเกี่ยวกับหลักสูตร,program,69
หลักสูตร อส.บ. ยั่งยืน เน้นพัฒนาทักษะอะไร,program,70
หลักสูตรนี้เป็นยังไง,program,70
เรียนหลักสูตรนี้,program,70
หลักสูตร อส.บ. ยั่งยืน,program,70
บอกเกี่ยวกับหลักสูตร,program,70
หลักสูตร อส.บ. ยั่งยืน เรียนเกี่ยวกับความยั่งยืนอย่างไร,program,71
หลักสูตรนี้เป็นยังไง,program,71
เรียนหลักสูตรนี้,program,71
หลักสูตร อส.บ. ยั่งยืน,program,71
บอกเกี่ยวกับหลักสูตร,program,71
เรียนอะไร,program,71
เรียนวิชาอะไรบ้าง,program,71
มีวิชาอะไร,program,71
เนื้อหาการเรียน,program,71
หลักสูตร อส.บ. ยั่งยืน เป็นหลักสูตรแบบไหน,program,73
หลักสูตรนี้เป็นยังไง,program,73
เรียนหลักสูตรนี้,program,73
หลักสูตร อส.บ. ยั่งยืน,program,73
บอกเกี่ยวกับหลักสูตร,program,73
หลักสูตร อส.บ. ยั่งยืน ใช้ภาษาอะไรในการเรียนการสอน,program,74
หลักสูตรนี้เป็นยังไง,program,74
เรียนหลักสูตรนี้,program,74
หลักสูตร อส.บ. ยั่งยืน,program,74
บอกเกี่ยวกับหลักสูตร,program,74
หลักสูตร อส.บ. ยั่งยืน มีความร่วมมือกับหน่วยงานไหนบ้าง,program,76
หลักสูตรนี้เป็นยังไง,program,76
เรียนหลักสูตรนี้,program,76
หลักสูตร อส.บ. ยั่งยืน,program,76
บอกเกี่ยวกับหลักสูตร,program,76
จบหลักสูตร อส.บ. ยั่งยืน ได้ปริญญากี่สาขา,program,77
หลักสูตรนี้เป็นยังไง,program,77
เรียนหลักสูตรนี้,program,77
หลักสูตร อส.บ. ยั่งยืน,program,77
บอกเกี่ยวกับหลักสูตร,program,77
เรียน ปวช. ช่างเทคนิคคอมพิวเตอร์ ที่สาขาวิศวกรรมคอมพิวเตอร์ ได้อะไร,program,146
วิศวกรรมคอมพิวเตอร์ เรียนภาษาโปรแกรมอะไรบ้าง,program,149
วิศวกรรมคอมพิวเตอร์ มีสอน AI/Machine Learning ไหม,program,150
วิศวกรรมคอมพิวเตอร์ ระยะเวลาเรียนและหน่วยกิต,program,151
เรียนนานแค่ไหน,program,151
ใช้เวลากี่ปี,program,151
เรียนกี่ปีจบ,program,151
ระยะเวลาเรียน,program,151
วิศวกรรมคอมพิวเตอร์ เรียนเกี่ยวกับอะไรบ้าง (ภาพรวม),program,152
เรียนอะไร,program,152
เรียนวิชาอะไรบ้าง,program,152
มีวิชาอะไร,program,152
เนื้อหาการเรียน,program,152
วิศวกรรมคอมพิวเตอร์ มีสอนระดับ ปวช. ไหม,program,161
วิศวกรรมคอมพิวเตอร์ (ต่อเนื่อง) เรียนเวลาไหน,program,163
จบ ปวส. เรียนต่อวิศวะคอมฯ (ต่อเนื่อง) กี่ปีจบ,program,164
หลักสูตร ปวช. ช่างเทคนิคคอมพิวเตอร์ เรียนเกี่ยวกับอะไร,program,165
หลักสูตรนี้เป็นยังไง,program,165
เรียนหลักสูตรนี้,program,165
หลักสูตร อส.บ. ยั่งยืน,program,165
บอกเกี่ยวกับหลักสูตร,program,165
เรียนอะไร,program,165
เรียนวิชาอะไรบ้าง,program,165
มีวิชาอะไร,program,165
เนื้อหาการเรียน,program,165
หมวดวิชาศึกษาทั่วไป ต้องเรียนกี่หน่วยกิต,program,176
เรียนอะไร,program,176
เรียนวิชาอะไรบ้าง,program,176
มีวิชาอะไร,program,176
เนื้อหาการเรียน,program,176
หมวดวิชาเฉพาะ ต้องเรียนกี่หน่วยกิต,program,177
เรียนอะไร,program,177
เรียนวิชาอะไรบ้าง,program,177
มีวิชาอะไร,program,177
เนื้อหาการเรียน,program,177
วิชาพื้นฐานทางวิทยาศาสตร์และคณิตศาสตร์ มีอะไรบ้าง,program,178
เรียนอะไร,program,178
เรียนวิชาอะไรบ้าง,program,178
มีวิชาอะไร,program,178
เนื้อหาการเรียน,program,178
"วิชา ""โครงสร้างข้อมูลและอัลกอริทึม"" (Data Structures) เรียนอะไร",program,179
เรียนอะไร,program,179
เรียนวิชาอะไรบ้าง,program,179
มีวิชาอะไร,program,179
เนื้อหาการเรียน,program,179
"วิชา ""ฐานข้อมูล"" (Database) เรียนเกี่ยวกับอะไร",program,180
เรียนอะไร,program,180
เรียนวิชาอะไรบ้าง,program,180
มีวิชาอะไร,program,180
เนื้อหาการเรียน,program,180
"วิชา ""ระบบปฏิบัติการ"" (Operating Systems) เรียนอะไร",program,181
เรียนอะไร,program,181
เรียนวิชาอะไรบ้าง,program,181
มีวิชาอะไร,program,181
เนื้อหาการเรียน,program,181
"วิชา ""วิศวกรรมซอฟต์แวร์"" (Software Engineering) เรียนเกี่ยวกับอะไร",program,182
เรียนอะไร,program,182
เรียนวิชาอะไรบ้าง,program,182
มีวิชาอะไร,program,182
เนื้อหาการเรียน,program,182
สัญลักษณ์ A มีค่าระดับคะแนนเท่าไหร่,program,183
ถ้าได้เกรด F ต้องทำอย่างไร,program,184
สัญลักษณ์ I (Incomplete) หมายถึงอะไร,program,185
การพ้นสภาพนักศึกษา (รีไทร์) คือเมื่อไหร่,program,186
ถ้าป่วยช่วงสอบต้องทำอย่างไร,program,191
วิชาเลือกเสรี เรียนวิชาของคณะอื่นได้ไหม,program,192
เรียนอะไร,program,192
เรียนวิชาอะไรบ้าง,program,192
มีวิชาอะไร,program,192
เนื้อหาการเรียน,program,192
มีรายวิชาสอนการทำ Mobile App ไหม,program,194
เรียนอะไร,program,194
เรียนวิชาอะไรบ้าง,program,194
มีวิชาอะไร,program,194
เนื้อหาการเรียน,program,194
มีสอนเรื่อง Cybersecurity หรือความมั่นคงปลอดภัยไหม,program,195
วิศวกรรมอุตสาหการ เรียนเกี่ยวกับอะไร,program,197
เรียนอะไร,program,197
เรียนวิชาอะไรบ้าง,program,197
มีวิชาอะไร,program,197
เนื้อหาการเรียน,program,197
วิศวกรรมอุตสาหการ ระยะเวลาเรียนและหน่วยกิต,program,198
เรียนนานแค่ไหน,program,198
ใช้เวลากี่ปี,program,198
เรียนกี่ปีจบ,program,198
ระยะเวลาเรียน,program,198
วิศวกรรมอุตสาหการ เรียนวิชาอะไรบ้าง,program,199
เรียนอะไร,program,199
เรียนวิชาอะไรบ้าง,program,199
มีวิชาอะไร,program,199
เนื้อหาการเรียน,program,199
วิศวกรรมอุตสาหการ เรียนกฎหมายอะไรบ้าง,program,211
วิชาเทคนิคการเพิ่มผลผลิต เรียนเกี่ยวกับระบบอะไรบ้าง,program,212
เรียนอะไร,program,212
เรียนวิชาอะไรบ้าง,program,212
มีวิชาอะไร,program,212
เนื้อหาการเรียน,program,212
วิชาหัวข้อพิเศษ (Special Topics) ของ IE คืออะไร,program,213
เรียนอะไร,program,213
เรียนวิชาอะไรบ้าง,program,213
มีวิชาอะไร,program,213
เนื้อหาการเรียน,program,213
หลักสูตรปรับปรุง พ.ศ. 2565 ใช้เรียนกี่หน่วยกิต,program,223
หลักสูตรนี้เป็นยังไง,program,223
เรียนหลักสูตรนี้,program,223
หลักสูตร อส.บ. ยั่งยืน,program,223
บอกเกี่ยวกับหลักสูตร,program,223
หลักสูตรนี้เป็นหลักสูตรกี่ปี,program,224
หลักสูตรนี้เป็นยังไง,program,224
เรียนหลักสูตรนี้,program,224
หลักสูตร อส.บ. ยั่งยืน,program,224
บอกเกี่ยวกับหลักสูตร,program,224
หลักสูตรเทียบโอน มีการเรียนการสอนแบบใดบ้าง,program,231
หลักสูตรนี้เป็นยังไง,program,231
เรียนหลักสูตรนี้,program,231
หลักสูตร อส.บ. ยั่งยืน,program,231
