question,intent
ผ่อน กยศ./กรอ. อย่างไร | การชำระหนี้คืนได้ไหมครับ,ask_loan
อยากถามผ่อน กยศ./กรอ. อย่างไร | การชำระหนี้คืนหน่อยค่ะ,ask_loan
เช็คผลสอบยังไง | ดูผลสอบยังไง | ตรวจสอบผลการเรียน,ask_grade
ต้องการทราบว่าเช็คผลสอบยังไง | ดูผลสอบยังไง | ตรวจสอบผลการเรียนมั้ย,ask_grade
ลืมรหัสผ่านระบบทะเบียน | reset password ระบบทะเบียน | ลืมรหัสเข้าระบบ,ask_grade
ลืมรหัสผ่านระบบทะเบียน | reset password ระบบทะเบียน | ลืมรหัสเข้าระบบค่ะ,ask_grade
อยากถามลืมรหัสผ่านระบบทะเบียน | reset password ระบบทะเบียน | ลืมรหัสเข้าระบบมั้ย,ask_grade
ระบบทะเบียนเข้าไม่ได้ | เข้าระบบทะเบียนไม่ได้ | login ไม่ได้,ask_grade
รบกวนถามว่าระบบทะเบียนเข้าไม่ได้ | เข้าระบบทะเบียนไม่ได้ | login ไม่ได้,ask_grade
ระบบทะเบียนเข้าไม่ได้ | เข้าระบบทะเบียนไม่ได้ | login ไม่ได้หน่อยค่ะ,ask_grade
ขอถามว่าระบบทะเบียนเข้าไม่ได้ | เข้าระบบทะเบียนไม่ได้ | login ไม่ได้มั้ย,ask_grade
ผลสอบออกเมื่อไหร่ | ผลสอบออกกี่วัน | เกรดออกเมื่อไหร่,ask_grade
ช่วยบอกหน่อยว่าผลสอบออกเมื่อไหร่ | ผลสอบออกกี่วัน | เกรดออกเมื่อไหร่,ask_grade
ผลสอบออกเมื่อไหร่ | ผลสอบออกกี่วัน | เกรดออกเมื่อไหร่ได้ไหม,ask_grade
ผลสอบออกเมื่อไหร่ครับ | ผลสอบออกกี่วัน | เกรดออกเมื่อไหร่ครับ,ask_grade
ต้องการทราบว่าผลสอบออกเมื่อไหร่ | ผลสอบออกกี่วัน | เกรดออกเมื่อไหร่ได้ไหม,ask_grade
ดู Transcript ออนไลน์ | พิมพ์ใบ Transcript | ดาวน์โหลด Transcript,ask_grade
รบกวนถามว่าดู Transcript ออนไลน์ | พิมพ์ใบ Transcript | ดาวน์โหลด Transcript,ask_grade
อยากทราบว่าดู Transcript ออนไลน์ | พิมพ์ใบ Transcript | ดาวน์โหลด Transcriptได้ไหมค่ะ,ask_grade
GPA คำนวณยังไง | วิธีคำนวณ GPA | GPAX คืออะไร,ask_grade
อยากถามGPA คำนวณยังไง | วิธีคำนวณ GPA | GPAX คืออะไร,ask_grade
GPA คำนวณยังไง | วิธีคำนวณ GPA | GPAX คืออะไรครับ,ask_grade
GPA คำนวณยังไง | วิธีคำนวณ GPA | GPAX คืออย่างไร,ask_grade
ช่วยบอกหน่อยว่าGPA คำนวณยังไง | วิธีคำนวณ GPA | GPAX คืออะไรได้ไหมครับ,ask_grade
สมัครเรียนยังไง | วิธีสมัครเข้าเรียน | ขั้นตอนการสมัคร,ask_admission
สมัครเรียนยังไง | วิธีสมัครเข้าเรียน | ขั้นตอนการสมัครได้ไหมครับ,ask_admission
สมัครเรียนอย่างไร | วิธีสมัครเข้าเรียน | ขั้นตอนการสมัคร,ask_admission
สงสัยว่าสมัครเรียนยังไง | วิธีสมัครเข้าเรียน | ขั้นตอนการสมัครค่ะ,ask_admission
TCAS คืออะไร,ask_admission
สงสัยว่าTCAS คืออะไร,ask_admission
TCAS คืออะไรหน่อยครับ,ask_admission
TCAS คืออะไรบ้าง,ask_admission
รบกวนถามว่าTCAS คืออะไรหน่อยครับ,ask_admission
คณะวิศวกรรมศาสตร์ มทร.พระนคร เปิดรับสมัครผ่าน TCAS รอบไหนบ้าง,ask_admission
อยากถามคณะวิศวกรรมศาสตร์ มทร.พระนคร เปิดรับสมัครผ่าน TCAS รอบไหนบ้าง,ask_admission
คณะวิศวกรรมศาสตร์ มทร.พระนคร เปิดรับสมัครผ่าน TCAS รอบไหนบ้างหน่อยครับ,ask_admission
ขอถามว่าคณะวิศวกรรมศาสตร์ มทร.พระนคร เปิดรับสมัครผ่าน TCAS รอบไหนบ้างหน่อยค่ะ,ask_admission
TCAS รอบ 1 Portfolio คืออะไร รับกี่คน,ask_admission
อยากถามTCAS รอบ 1 Portfolio คืออะไร รับกี่คน,ask_admission
TCAS รอบ 1 Portfolio คืออะไร รับกี่คนได้ไหมค่ะ,ask_admission
TCAS รอบ 1 Portfolio คืออะไรบ้าง รับกี่คน,ask_admission
ขอถามว่าTCAS รอบ 1 Portfolio คืออะไร รับกี่คนบ้าง,ask_admission
TCAS รอบ 2 Quota คืออะไร,ask_admission
TCAS รอบ 2 Quota คืออะไรได้ไหม,ask_admission
TCAS รอบ 2 Quota คืออะไรบ้าง,ask_admission
รบกวนถามว่าTCAS รอบ 2 Quota คืออะไรบ้าง,ask_admission
TCAS รอบ 3 Admission คืออะไร,ask_admission
TCAS รอบ 3 Admission คืออะไรบ้าง,ask_admission
รบกวนถามว่าTCAS รอบ 3 Admission คืออะไรมั้ย,ask_admission
TCAS รอบ 4 Direct Admission คืออะไร,ask_admission
TCAS รอบ 4 Direct Admission คืออย่างไร,ask_admission
ต้องการทราบว่าTCAS รอบ 4 Direct Admission คืออะไรค่ะ,ask_admission
ต้องมีคะแนน GPAX เท่าไหร่ถึงจะสมัครคณะวิศวกรรมศาสตร์ได้,ask_admission
ต้องมีคะแนน GPAX ราคาเท่าไหร่ถึงจะสมัครคณะวิศวกรรมศาสตร์ได้,ask_admission
ช่วยบอกหน่อยว่าต้องมีคะแนน GPAX เท่าไหร่ถึงจะสมัครคณะวิศวกรรมศาสตร์ได้หน่อยค่ะ,ask_admission
สมัครเรียนวิศวกรรมศาสตร์ต้องสอบวิชาอะไรบ้าง,ask_admission
อยากทราบว่าสมัครเรียนวิศวกรรมศาสตร์ต้องสอบวิชาอะไรบ้าง,ask_admission
สมัครเรียนวิศวกรรมศาสตร์ต้องสอบวิชาอะไรบ้างหน่อยครับ,ask_admission
ขอถามว่าสมัครเรียนวิศวกรรมศาสตร์ต้องสอบวิชาอะไรบ้างได้ไหมค่ะ,ask_admission
มีกี่สาขาในคณะวิศวกรรมศาสตร์ มทร.พระนคร,ask_department
สงสัยว่ามีกี่สาขาในคณะวิศวกรรมศาสตร์ มทร.พระนคร,ask_department
ต้องการทราบว่ามีกี่สาขาในคณะวิศวกรรมศาสตร์ มทร.พระนครบ้าง,ask_department
สมัครเรียนวิศวกรรมศาสตร์ออนไลน์ได้ไหม,ask_admission
อยากถามสมัครเรียนวิศวกรรมศาสตร์ออนไลน์ได้ไหม,ask_admission
สมัครเรียนวิศวกรรมศาสตร์ออนไลน์ได้ไหมมั้ย,ask_admission
ต้องการทราบว่าสมัครเรียนวิศวกรรมศาสตร์ออนไลน์ได้ไหมหน่อยครับ,ask_admission
ค่าเทอมคณะวิศวกรรมศาสตร์เท่าไหร่,ask_tuition
รบกวนถามว่าค่าเทอมคณะวิศวกรรมศาสตร์เท่าไหร่,ask_tuition
ค่าเทอมคณะวิศวกรรมศาสตร์เท่าไหร่ครับ,ask_tuition
ค่าเทอมคณะวิศวกรรมศาสตร์ราคาเท่าไหร่,ask_tuition
ช่วยบอกหน่อยว่าค่าเทอมคณะวิศวกรรมศาสตร์เท่าไหร่มั้ย,ask_tuition
ชำระค่าเทอมได้ที่ไหนบ้าง,ask_tuition
ชำระค่าเทอมได้ที่ไหนบ้างได้ไหม,ask_tuition
อยากถามชำระค่าเทอมได้ที่ไหนบ้างได้ไหม,ask_tuition
ค่าเทอมต้องจ่ายภายในเมื่อไหร่,ask_tuition
ขอถามว่าค่าเทอมต้องจ่ายภายในเมื่อไหร่,ask_tuition
ค่าเทอมต้องจ่ายภายในเมื่อไหร่ได้ไหมค่ะ,ask_tuition
ค่าเทอมต้องจ่ายภายในเมื่อไหร่ครับ,ask_tuition
สงสัยว่าค่าเทอมต้องจ่ายภายในเมื่อไหร่ได้ไหมครับ,ask_tuition
ผ่อนค่าเทอมได้ไหม,ask_tuition
ขอถามว่าผ่อนค่าเทอมได้ไหมได้ไหมครับ,ask_tuition
ค่าเทอมแพงไหม เทียบกับมหาวิทยาลัยอื่น,ask_tuition
ขอถามว่าค่าเทอมแพงไหม เทียบกับมหาวิทยาลัยอื่น,ask_tuition
ช่วยบอกหน่อยว่าค่าเทอมแพงไหม เทียบกับมหาวิทยาลัยอื่นได้ไหมครับ,ask_tuition
นอกจากค่าเทอมแล้ว มีค่าใช้จ่ายอะไรอีก,ask_tuition
อยากถามนอกจากค่าเทอมแล้ว มีค่าใช้จ่ายอะไรอีก,ask_tuition
นอกจากค่าเทอมแล้ว มีค่าใช้จ่ายอะไรอีกได้ไหมครับ,ask_tuition
นอกจากค่าเทอมแล้ว มีค่าใช้จ่ายยังไงอีก,ask_tuition
สงสัยว่านอกจากค่าเทอมแล้ว มีค่าใช้จ่ายอะไรอีกหน่อยค่ะ,ask_tuition
ลืมชำระค่าเทอมจะเกิดอะไรขึ้น,ask_tuition
ลืมชำระค่าเทอมจะเกิดอะไรขึ้นค่ะ,ask_tuition
อยากทราบว่าลืมชำระค่าเทอมจะเกิดอะไรขึ้นได้ไหมค่ะ,ask_tuition
มีส่วนลดค่าเทอมไหม,ask_tuition
มีส่วนลดค่าเทอมไหมมั้ย,ask_tuition
ขอถามว่ามีส่วนลดค่าเทอมไหมบ้าง,ask_tuition
กยศ. คืออะไร,ask_loan
รบกวนถามว่ากยศ. คืออะไร,ask_loan
กยศ. คืออะไรได้ไหมค่ะ,ask_loan
ขอถามว่ากยศ. คืออะไรได้ไหม,ask_loan
กรอ. คืออะไร ต่างจาก กยศ. อย่างไร,ask_loan
ขอถามว่ากรอ. คืออะไร ต่างจาก กยศ. อย่างไร,ask_loan
กรอ. คืออย่างไร ต่างจาก กยศ. อย่างไร,ask_loan
สงสัยว่ากรอ. คืออะไร ต่างจาก กยศ. อย่างไรหน่อยครับ,ask_loan
สมัคร กยศ./กรอ. ต้องทำยังไง,ask_loan
ต้องการทราบว่าสมัคร กยศ./กรอ. ต้องทำยังไงค่ะ,ask_loan
กู้ กยศ./กรอ. ได้เท่าไหร่,ask_loan
ต้องการทราบว่ากู้ กยศ./กรอ. ได้เท่าไหร่,ask_loan
กู้ กยศ./กรอ. ได้เท่าไหร่ครับ,ask_loan
สงสัยว่ากู้ กยศ./กรอ. ได้เท่าไหร่ได้ไหม,ask_loan
เงื่อนไขการกู้ กยศ./กรอ. มีอะไรบ้าง,ask_loan
เงื่อนไขการกู้ กยศ./กรอ. มีอย่างไรบ้าง,ask_loan
ช่วยบอกหน่อยว่าเงื่อนไขการกู้ กยศ./กรอ. มีอะไรบ้างหน่อยครับ,ask_loan
ต้องเตรียมเอกสารอะไรบ้างสำหรับสมัคร กยศ./กรอ.,ask_loan
ช่วยบอกหน่อยว่าต้องเตรียมเอกสารอะไรบ้างสำหรับสมัคร กยศ./กรอ.,ask_loan
ต้องเตรียมเอกสารอะไรบ้างสำหรับสมัคร กยศ./กรอ.มั้ย,ask_loan
ต้องเตรียมเอกสารอย่างไรบ้างสำหรับสมัคร กยศ./กรอ.,ask_loan
ขอถามว่าต้องเตรียมเอกสารอะไรบ้างสำหรับสมัคร กยศ./กรอ.ค่ะ,ask_loan
เมื่อไหร่จะได้เงิน กยศ./กรอ.,ask_loan
อยากทราบว่าเมื่อไหร่จะได้เงิน กยศ./กรอ.,ask_loan
เวลาไหนจะได้เงิน กยศ./กรอ.,ask_loan
อยากทราบว่าเมื่อไหร่จะได้เงิน กยศ./กรอ.ครับ,ask_loan
ถ้าเรียนไม่จบต้องคืนเงิน กยศ./กรอ. ไหม,ask_loan
อยากทราบว่าถ้าเรียนไม่จบต้องคืนเงิน กยศ./กรอ. ไหมได้ไหมครับ,ask_loan
TCAS คืออะไร,ask_admission
อยากทราบว่าTCAS คืออะไรครับ,ask_admission
ช่วยบอกหน่อยTCAS คืออะไรค่ะ,ask_admission
สมัครเข้าวิศวะต้องทำยังไง,ask_admission
อยากทราบว่าสมัครเข้าวิศวะต้องทำยังไงครับ,ask_admission
ช่วยบอกหน่อยสมัครเข้าวิศวะต้องทำยังไงค่ะ,ask_admission
รับสมัครช่วงไหนบ้าง,ask_admission
อยากทราบว่ารับสมัครช่วงไหนบ้างครับ,ask_admission
ช่วยบอกหน่อยรับสมัครช่วงไหนบ้างค่ะ,ask_admission
TCAS มีกี่รอบ,ask_admission
อยากทราบว่าTCAS มีกี่รอบครับ,ask_admission
ช่วยบอกหน่อยTCAS มีกี่รอบค่ะ,ask_admission
รอบ Portfolio คืออะไร,ask_admission
อยากทราบว่ารอบ Portfolio คืออะไรครับ,ask_admission
ช่วยบอกหน่อยรอบ Portfolio คืออะไรค่ะ,ask_admission
ต้องมีคะแนน GPAX เท่าไหร่,ask_admission
อยากทราบว่าต้องมีคะแนน GPAX เท่าไหร่ครับ,ask_admission
ช่วยบอกหน่อยต้องมีคะแนน GPAX เท่าไหร่ค่ะ,ask_admission
สอบเข้าต้องสอบอะไรบ้าง,ask_admission
อยากทราบว่าสอบเข้าต้องสอบอะไรบ้างครับ,ask_admission
ช่วยบอกหน่อยสอบเข้าต้องสอบอะไรบ้างค่ะ,ask_admission
มีสาขาอะไรบ้าง,ask_department
อยากทราบว่ามีสาขาอะไรบ้างครับ,ask_department
ช่วยบอกหน่อยมีสาขาอะไรบ้างค่ะ,ask_department
สมัครออนไลน์ได้ไหม,ask_admission
อยากทราบว่าสมัครออนไลน์ได้ไหมครับ,ask_admission
ช่วยบอกหน่อยสมัครออนไลน์ได้ไหมค่ะ,ask_admission
ต้องใช้คะแนน GAT PAT ไหม,ask_admission
อยากทราบว่าต้องใช้คะแนน GAT PAT ไหมครับ,ask_admission
ช่วยบอกหน่อยต้องใช้คะแนน GAT PAT ไหมค่ะ,ask_admission
ค่าเทอมเท่าไหร่,ask_tuition
อยากทราบว่าค่าเทอมเท่าไหร่ครับ,ask_tuition
ช่วยบอกหน่อยค่าเทอมเท่าไหร่ค่ะ,ask_tuition
จ่ายค่าเทอมที่ไหน,ask_tuition
อยากทราบว่าจ่ายค่าเทอมที่ไหนครับ,ask_tuition
ช่วยบอกหน่อยจ่ายค่าเทอมที่ไหนค่ะ,ask_tuition
ค่าเทอมต้องจ่ายเมื่อไหร่,ask_tuition
อยากทราบว่าค่าเทอมต้องจ่ายเมื่อไหร่ครับ,ask_tuition
ช่วยบอกหน่อยค่าเทอมต้องจ่ายเมื่อไหร่ค่ะ,ask_tuition
ผ่อนค่าเทอมได้ไหม,ask_tuition
อยากทราบว่าผ่อนค่าเทอมได้ไหมครับ,ask_tuition
ช่วยบอกหน่อยผ่อนค่าเทอมได้ไหมค่ะ,ask_tuition
ค่าเทอมแพงไหม,ask_tuition
อยากทราบว่าค่าเทอมแพงไหมครับ,ask_tuition
ช่วยบอกหน่อยค่าเทอมแพงไหมค่ะ,ask_tuition
มีค่าใช้จ่ายอะไรอีก,ask_tuition
อยากทราบว่ามีค่าใช้จ่ายอะไรอีกครับ,ask_tuition
ช่วยบอกหน่อยมีค่าใช้จ่ายอะไรอีกค่ะ,ask_tuition
ลืมจ่ายค่าเทอมจะเป็นยังไง,ask_tuition
อยากทราบว่าลืมจ่ายค่าเทอมจะเป็นยังไงครับ,ask_tuition
ช่วยบอกหน่อยลืมจ่ายค่าเทอมจะเป็นยังไงค่ะ,ask_tuition
มีส่วนลดค่าเทอมไหม,ask_tuition
อยากทราบว่ามีส่วนลดค่าเทอมไหมครับ,ask_tuition
ช่วยบอกหน่อยมีส่วนลดค่าเทอมไหมค่ะ,ask_tuition
ค่าหนังสือเท่าไหร่,ask_tuition
อยากทราบว่าค่าหนังสือเท่าไหร่ครับ,ask_tuition
ช่วยบอกหน่อยค่าหนังสือเท่าไหร่ค่ะ,ask_tuition
ชำระผ่านแอปได้ไหม,ask_tuition
อยากทราบว่าชำระผ่านแอปได้ไหมครับ,ask_tuition
ช่วยบอกหน่อยชำระผ่านแอปได้ไหมค่ะ,ask_tuition
กยศ. คืออะไร,ask_loan
อยากทราบว่ากยศ. คืออะไรครับ,ask_loan
ช่วยบอกหน่อยกยศ. คืออะไรค่ะ,ask_loan
กรอ. ต่างจาก กยศ. ยังไง,ask_loan
อยากทราบว่ากรอ. ต่างจาก กยศ. ยังไงครับ,ask_loan
ช่วยบอกหน่อยกรอ. ต่างจาก กยศ. ยังไงค่ะ,ask_loan
สมัคร กยศ. ทำยังไง,ask_loan
อยากทราบว่าสมัคร กยศ. ทำยังไงครับ,ask_loan
ช่วยบอกหน่อยสมัคร กยศ. ทำยังไงค่ะ,ask_loan
กู้ได้เท่าไหร่,ask_loan
อยากทราบว่ากู้ได้เท่าไหร่ครับ,ask_loan
ช่วยบอกหน่อยกู้ได้เท่าไหร่ค่ะ,ask_loan
เงื่อนไขการกู้มีอะไรบ้าง,ask_loan
อยากทราบว่าเงื่อนไขการกู้มีอะไรบ้างครับ,ask_loan
ช่วยบอกหน่อยเงื่อนไขการกู้มีอะไรบ้างค่ะ,ask_loan
ต้องเตรียมเอกสารอะไร,ask_loan
อยากทราบว่าต้องเตรียมเอกสารอะไรครับ,ask_loan
ช่วยบอกหน่อยต้องเตรียมเอกสารอะไรค่ะ,ask_loan
เมื่อไหร่จะได้เงิน,ask_loan
อยากทราบว่าเมื่อไหร่จะได้เงินครับ,ask_loan
ช่วยบอกหน่อยเมื่อไหร่จะได้เงินค่ะ,ask_loan
ลาออกต้องคืนเงินไหม,ask_loan
อยากทราบว่าลาออกต้องคืนเงินไหมครับ,ask_loan
ช่วยบอกหน่อยลาออกต้องคืนเงินไหมค่ะ,ask_loan
ต้องมีรายได้ครอบครัวเท่าไหร่,ask_loan
อยากทราบว่าต้องมีรายได้ครอบครัวเท่าไหร่ครับ,ask_loan
ช่วยบอกหน่อยต้องมีรายได้ครอบครัวเท่าไหร่ค่ะ,ask_loan
กยศ. คืนเงินยังไง,ask_loan
อยากทราบว่ากยศ. คืนเงินยังไงครับ,ask_loan
ช่วยบอกหน่อยกยศ. คืนเงินยังไงค่ะ,ask_loan
